,Unnamed: 0,Client ID,Client tenure year,Client tenure month,Client age,Gender,Number of accounts,Balance,Calls in the last 6 months,Log ons in the last 6 months,Variation,confirm,start,step_1,step_2,step_3,visit_duration
965,965,2478041,9.0,116.0,62.0,F,2.0,56100.1,2.0,5.0,Test,0,1,1,0,0,0
967,967,2313292,6.0,73.0,60.0,U,4.0,836797.57,3.0,6.0,Test,2,4,15,24,16,25
968,968,4129281,14.0,168.0,44.0,M,2.0,43846.77,0.0,3.0,Test,1,1,1,1,1,3
969,969,3639173,26.0,322.0,64.0,U,3.0,822716.5,5.0,8.0,Test,2,2,1,1,1,5
970,970,4955883,29.0,349.0,26.0,F,2.0,37122.69,2.0,5.0,Test,0,1,1,1,1,1
971,971,293284,6.0,83.0,44.0,U,3.0,54494.37,6.0,9.0,Control,0,1,1,0,0,0
972,972,3823935,6.0,75.0,62.0,M,3.0,253090.22,6.0,9.0,Control,1,4,3,4,1,6
973,973,64871,15.0,182.0,47.0,M,2.0,59767.83,2.0,5.0,Control,3,1,1,1,1,8
974,974,7068283,4.0,59.0,52.0,M,4.0,94098.37,6.0,9.0,Control,3,3,2,1,1,0
975,975,631016,12.0,144.0,62.0,F,2.0,68757.42,6.0,9.0,Test,0,2,2,2,1,25
976,976,6662779,13.0,164.0,30.0,F,3.0,167640.53,6.0,9.0,Test,1,2,1,1,1,5
977,977,5107674,7.0,91.0,46.0,U,2.0,155454.87,6.0,9.0,Control,1,4,4,1,1,0
978,978,4520186,9.0,114.0,53.0,F,2.0,57748.3,4.0,7.0,Test,0,3,2,1,0,9
979,979,7897592,14.0,171.0,56.0,M,2.0,54303.03,4.0,7.0,Control,1,1,1,1,1,18
982,982,1263597,6.0,73.0,32.0,U,2.0,58671.19,6.0,9.0,Test,1,1,1,1,1,25
983,983,3047293,6.0,76.0,30.0,U,3.0,84280.26,4.0,7.0,Test,1,3,2,2,1,4
984,984,108335,4.0,58.0,25.0,U,2.0,29973.03,6.0,9.0,Control,0,7,1,1,1,3
985,985,8371066,7.0,95.0,26.0,M,4.0,134680.05,6.0,9.0,Control,0,1,2,2,0,1
986,986,1981739,5.0,63.0,55.0,F,2.0,128772.61,3.0,6.0,Test,0,1,1,1,1,3
987,987,4094092,10.0,124.0,40.0,F,2.0,91387.21,2.0,5.0,Control,1,1,1,1,1,3
988,988,7791817,18.0,216.0,38.0,F,2.0,152106.76,0.0,3.0,Test,0,3,2,1,2,10
989,989,5299317,4.0,49.0,38.0,U,3.0,312395.41,2.0,5.0,Control,1,2,2,2,1,16
990,990,746892,6.0,82.0,60.0,U,2.0,32321.97,2.0,5.0,Test,1,1,1,1,1,3
991,991,7140331,11.0,143.0,36.0,F,2.0,29309.98,2.0,5.0,Control,1,1,1,1,1,2
992,992,2906540,8.0,103.0,31.0,U,2.0,69465.24,3.0,6.0,Test,0,3,2,0,0,1
993,993,4791137,5.0,65.0,64.0,U,2.0,366776.94,6.0,9.0,Test,1,1,1,1,1,2
994,994,6088700,5.0,65.0,26.0,U,2.0,44267.29,3.0,6.0,Test,0,1,1,1,0,0
995,995,8292253,35.0,428.0,52.0,F,2.0,541888.77,1.0,4.0,Test,1,1,1,1,1,1
996,996,1157434,24.0,290.0,61.0,F,2.0,32099.14,6.0,9.0,Control,0,7,3,0,0,16
997,997,5333922,23.0,287.0,48.0,M,3.0,880558.67,5.0,8.0,Control,1,1,1,1,1,3
998,998,8897392,23.0,278.0,42.0,F,2.0,44628.67,0.0,3.0,Test,3,1,1,1,1,17
999,999,9151225,22.0,271.0,28.0,U,4.0,171802.14,6.0,9.0,Test,1,1,1,1,1,1
1001,1001,1827753,20.0,247.0,56.0,F,3.0,109958.87,3.0,6.0,Test,1,9,4,1,1,0
1002,1002,2297521,20.0,251.0,60.0,M,2.0,105265.84,0.0,3.0,Control,1,1,1,1,1,3
1003,1003,6454869,19.0,231.0,53.0,F,3.0,216386.62,1.0,4.0,Control,0,1,1,0,0,0
1005,1005,2688470,4.0,58.0,22.0,U,2.0,39351.91,3.0,6.0,Control,1,3,2,2,2,10
1006,1006,4578710,13.0,162.0,64.0,F,2.0,45883.04,1.0,4.0,Control,1,2,2,1,1,1
1007,1007,4701250,15.0,189.0,61.0,M,2.0,120255.34,6.0,9.0,Control,1,1,1,1,1,3
1008,1008,2434945,14.0,178.0,36.0,M,2.0,77731.46,0.0,3.0,Test,1,1,1,1,1,2
1009,1009,6352249,5.0,71.0,63.0,U,2.0,91887.37,3.0,6.0,Control,1,1,1,1,1,4
1010,1010,5621250,26.0,321.0,69.0,F,2.0,97562.19,0.0,3.0,Control,0,1,1,1,1,1
1011,1011,4351510,8.0,98.0,60.0,U,2.0,109918.15,5.0,8.0,Test,3,1,1,1,1,16
1012,1012,2857106,9.0,116.0,64.0,M,3.0,55346.34,6.0,9.0,Control,1,1,1,1,1,2
1013,1013,5629464,5.0,60.0,54.0,U,2.0,84489.34,1.0,4.0,Test,1,1,1,1,1,5
1014,1014,6061814,16.0,192.0,46.0,F,2.0,31293.3,0.0,3.0,Control,1,1,1,1,1,4
1015,1015,9188669,4.0,58.0,55.0,U,2.0,31484.64,4.0,7.0,Control,1,8,2,2,1,18
1016,1016,5047201,4.0,58.0,22.0,U,2.0,44827.57,0.0,3.0,Test,1,1,1,1,1,1
1017,1017,8627399,20.0,241.0,58.0,U,2.0,256239.03,1.0,4.0,Control,1,2,1,2,1,20
1018,1018,6371350,8.0,103.0,44.0,U,2.0,40954.39,1.0,4.0,Test,1,4,2,4,3,7
1019,1019,8031718,28.0,341.0,64.0,M,3.0,156040.27,3.0,6.0,Control,1,1,1,1,1,11
1020,1020,1939550,13.0,156.0,50.0,M,2.0,45599.37,1.0,4.0,Control,1,1,1,1,1,4
1021,1021,7352107,12.0,151.0,29.0,F,2.0,50801.39,6.0,9.0,Test,0,3,2,4,3,3
1023,1023,7992942,15.0,185.0,55.0,M,2.0,141331.6,6.0,9.0,Control,0,3,6,6,0,14
1024,1024,2937341,16.0,193.0,42.0,F,2.0,108300.62,1.0,4.0,Test,1,3,3,2,2,13
1025,1025,643862,5.0,70.0,19.0,U,2.0,34433.35,0.0,3.0,Test,1,1,1,1,1,3
1026,1026,4418447,14.0,177.0,50.0,F,2.0,35251.22,0.0,3.0,Test,1,1,1,1,1,3
1028,1028,371162,5.0,60.0,54.0,U,2.0,762899.89,3.0,6.0,Test,1,1,1,1,1,3
1029,1029,2495100,4.0,57.0,36.0,U,3.0,27930.15,6.0,9.0,Test,1,1,2,1,1,12
1030,1030,4534151,6.0,81.0,27.0,U,2.0,60506.61,6.0,9.0,Test,0,1,1,0,0,0
1032,1032,6602220,13.0,156.0,33.0,F,3.0,123715.52,6.0,9.0,Test,0,2,0,0,0,1
1033,1033,2131692,11.0,132.0,32.0,M,3.0,702659.88,3.0,6.0,Test,0,2,1,0,0,2
1034,1034,3994586,15.0,186.0,31.0,M,2.0,93469.42,0.0,3.0,Test,0,2,2,0,0,6
1035,1035,6895833,7.0,96.0,58.0,U,2.0,42811.36,2.0,5.0,Test,1,2,1,1,1,22
1036,1036,1314809,6.0,82.0,44.0,U,2.0,75278.48,1.0,4.0,Control,1,2,1,2,1,5
1037,1037,2153015,9.0,117.0,38.0,F,2.0,62099.32,6.0,9.0,Control,0,1,1,0,0,0
1038,1038,6180572,7.0,88.0,60.0,U,2.0,106131.33,1.0,4.0,Test,1,1,1,1,1,4
1039,1039,747959,4.0,56.0,26.0,U,3.0,36866.6,1.0,4.0,Test,1,1,1,1,1,3
1040,1040,8778575,12.0,151.0,52.0,F,2.0,153524.66,6.0,9.0,Test,1,1,1,1,1,4
1041,1041,3879152,12.0,147.0,74.0,M,2.0,66247.85,6.0,9.0,Test,1,1,1,1,1,4
1042,1042,7392118,9.0,118.0,60.0,F,3.0,84616.32,1.0,4.0,Test,1,4,2,2,1,14
1043,1043,2735502,8.0,107.0,38.0,F,2.0,88983.3,2.0,5.0,Test,0,2,1,1,0,4
1047,1047,3070675,6.0,73.0,50.0,U,3.0,95521.2,5.0,8.0,Control,0,2,0,0,0,0
1048,1048,2582853,13.0,163.0,59.0,U,2.0,158633.19,3.0,6.0,Test,0,2,1,1,1,4
1049,1049,7582150,14.0,179.0,32.0,M,3.0,61924.57,4.0,7.0,Control,1,1,1,1,1,2
1052,1052,3267960,26.0,319.0,60.0,M,3.0,277296.68,3.0,6.0,Test,1,1,1,1,1,7
1053,1053,5395585,10.0,122.0,30.0,M,3.0,27555.87,3.0,6.0,Control,1,1,1,1,1,4
1054,1054,8125499,25.0,302.0,52.0,F,3.0,1640901.12,6.0,9.0,Test,1,1,1,1,1,5
1056,1056,7777699,21.0,258.0,38.0,M,3.0,64476.1,1.0,4.0,Control,0,1,3,0,0,2
1057,1057,8823513,21.0,253.0,48.0,F,2.0,68039.73,4.0,7.0,Control,0,2,0,0,0,5
1058,1058,3724060,21.0,252.0,35.0,M,2.0,133367.95,1.0,4.0,Test,0,1,1,1,1,20
1061,1061,3037751,16.0,196.0,19.0,F,2.0,47194.02,3.0,6.0,Control,0,2,1,1,0,1
1062,1062,7208557,18.0,217.0,53.0,M,2.0,90009.18,4.0,7.0,Test,1,5,3,3,1,7
1063,1063,5576912,7.0,85.0,76.0,U,2.0,47460.43,6.0,9.0,Test,1,1,1,1,1,4
1064,1064,6716899,7.0,94.0,42.0,U,2.0,49372.05,6.0,9.0,Test,1,1,1,1,1,3
1065,1065,3500596,7.0,91.0,52.0,U,2.0,319781.56,4.0,7.0,Test,3,3,2,2,2,0
1066,1066,663694,30.0,360.0,49.0,M,2.0,64107.99,5.0,8.0,Test,1,2,1,1,1,8
1067,1067,8975499,7.0,93.0,62.0,U,3.0,925292.65,5.0,8.0,Test,1,3,2,2,1,2
1068,1068,7283745,13.0,160.0,66.0,F,3.0,194524.0,5.0,9.0,Control,1,1,1,1,1,12
1069,1069,9908836,15.0,182.0,38.0,F,2.0,79345.31,6.0,9.0,Control,1,2,1,1,1,7
1070,1070,2571101,13.0,166.0,23.0,U,2.0,113603.62,0.0,3.0,Test,0,2,0,0,0,0
1071,1071,8509031,5.0,70.0,56.0,U,2.0,49262.95,3.0,6.0,Test,1,2,1,1,1,13
1072,1072,4539437,12.0,146.0,54.0,F,2.0,25128.69,0.0,3.0,Test,1,1,2,1,2,6
1073,1073,3532521,4.0,59.0,18.0,U,2.0,44888.29,0.0,3.0,Control,1,1,1,2,2,12
1074,1074,7016459,7.0,90.0,66.0,U,2.0,250759.92,3.0,6.0,Control,1,3,2,1,1,7
1075,1075,6576518,6.0,73.0,26.0,U,2.0,42292.86,2.0,5.0,Test,1,1,1,1,1,2
1076,1076,7672522,5.0,60.0,32.0,U,4.0,31037.6,5.0,8.0,Test,1,1,1,1,1,6
1077,1077,5713590,11.0,140.0,54.0,M,2.0,146725.35,3.0,6.0,Test,1,2,1,1,1,8
1079,1079,491779,6.0,73.0,54.0,U,3.0,162485.83,4.0,7.0,Control,1,4,1,1,1,2
1080,1080,9830820,13.0,165.0,72.0,F,2.0,125110.74,6.0,9.0,Control,1,1,1,1,1,9
1081,1081,4815206,13.0,165.0,58.0,M,2.0,147702.48,1.0,4.0,Control,1,1,1,1,1,3
1083,1083,5777101,6.0,79.0,73.0,U,2.0,329723.45,0.0,5.0,Control,0,1,1,0,0,1
1084,1084,9683640,16.0,202.0,59.0,F,3.0,291361.37,2.0,5.0,Test,1,1,1,1,1,19
1085,1085,4463047,12.0,147.0,56.0,F,2.0,24778.28,0.0,3.0,Test,2,1,1,1,1,5
1086,1086,6218926,14.0,177.0,54.0,M,2.0,480207.9,5.0,8.0,Test,4,1,1,1,1,18
1087,1087,4365782,7.0,85.0,60.0,U,2.0,433254.29,6.0,9.0,Test,3,5,4,3,3,3
1088,1088,1124273,4.0,59.0,58.0,M,2.0,542726.99,6.0,9.0,Test,1,1,1,1,1,8
1089,1089,3729817,14.0,174.0,60.0,M,2.0,36449.61,2.0,5.0,Test,1,3,1,1,1,3
1090,1090,5297688,15.0,188.0,68.0,U,2.0,88803.67,2.0,5.0,Test,1,2,1,1,1,22
1091,1091,1260635,31.0,383.0,64.0,M,3.0,707082.16,6.0,9.0,Test,1,4,3,1,1,8
1092,1092,6042231,13.0,162.0,34.0,F,2.0,35763.55,6.0,9.0,Test,2,1,1,1,1,2
1094,1094,9813394,15.0,188.0,52.0,F,2.0,116530.09,1.0,4.0,Control,1,1,1,1,1,5
1095,1095,6240210,14.0,175.0,44.0,M,2.0,320368.94,2.0,5.0,Control,1,1,1,1,1,6
1096,1096,1495053,7.0,89.0,72.0,U,2.0,142668.25,3.0,6.0,Test,0,3,3,0,0,1
1097,1097,7956919,21.0,263.0,48.0,F,3.0,47070.54,3.0,6.0,Test,1,1,1,1,1,9
1098,1098,7994112,18.0,220.0,32.0,F,3.0,299616.14,6.0,9.0,Test,1,1,1,1,1,6
1100,1100,3754992,8.0,106.0,43.0,F,2.0,66655.71,1.0,4.0,Test,0,3,1,1,1,7
1101,1101,761720,6.0,82.0,35.0,U,2.0,68112.34,6.0,9.0,Control,0,1,1,0,0,0
1102,1102,381660,15.0,188.0,66.0,F,2.0,224315.59,4.0,7.0,Test,1,3,5,5,3,16
1103,1103,5618380,9.0,110.0,34.0,F,2.0,59913.74,0.0,3.0,Test,1,1,1,1,1,1
1104,1104,6679090,15.0,182.0,70.0,M,2.0,135827.47,2.0,5.0,Test,1,5,1,1,1,3
1105,1105,1756570,6.0,73.0,22.0,U,2.0,28063.52,3.0,6.0,Control,1,1,1,1,1,2
1106,1106,6188893,14.0,177.0,68.0,F,2.0,44530.1,3.0,6.0,Test,0,1,1,0,0,0
1107,1107,9720345,7.0,84.0,58.0,U,2.0,39945.94,0.0,3.0,Test,0,4,2,1,1,7
1108,1108,2895726,10.0,121.0,34.0,F,2.0,149338.68,1.0,4.0,Control,1,1,1,1,1,3
1109,1109,3678586,8.0,96.0,26.0,U,2.0,71347.44,6.0,9.0,Test,2,1,1,1,1,11
1110,1110,4079311,7.0,85.0,48.0,U,3.0,154486.95,4.0,7.0,Test,0,5,3,3,0,2
1111,1111,5191995,28.0,336.0,68.0,F,3.0,285217.68,5.0,8.0,Control,1,3,1,1,1,7
1112,1112,3143682,17.0,205.0,64.0,M,2.0,80550.3,1.0,4.0,Control,1,4,1,1,1,7
1113,1113,5958284,5.0,66.0,26.0,U,2.0,31005.04,1.0,4.0,Test,1,4,2,2,2,3
1114,1114,9337989,5.0,66.0,52.0,U,2.0,72844.61,0.0,3.0,Test,1,1,1,1,1,34
1115,1115,2217601,8.0,96.0,28.0,U,3.0,42622.82,1.0,4.0,Test,1,3,2,3,3,56
1116,1116,446547,14.0,178.0,60.0,M,2.0,195119.96,1.0,4.0,Control,1,1,2,2,2,5
1117,1117,2395301,5.0,71.0,62.0,U,2.0,65982.41,1.0,4.0,Control,1,2,1,1,1,13
1118,1118,9219098,14.0,170.0,75.0,M,2.0,290540.99,4.0,7.0,Control,0,5,1,0,0,1
1119,1119,6571183,11.0,137.0,56.0,M,2.0,248725.62,6.0,9.0,Control,2,1,1,1,1,6
1120,1120,4374192,5.0,66.0,34.0,U,2.0,26734.49,5.0,8.0,Test,1,1,1,1,1,1
1121,1121,3833983,11.0,141.0,40.0,M,2.0,67014.87,0.0,3.0,Test,1,1,1,1,1,7
1122,1122,8053344,15.0,182.0,51.0,F,4.0,195083.52,3.0,6.0,Test,1,2,1,1,1,14
1123,1123,8207265,48.0,576.0,77.0,F,2.0,114365.15,1.0,4.0,Control,0,1,2,2,2,41
1124,1124,9500922,7.0,91.0,52.0,U,2.0,32782.5,4.0,7.0,Control,1,2,2,3,3,33
1125,1125,4308718,14.0,168.0,60.0,M,3.0,173606.54,4.0,7.0,Control,1,1,1,1,1,3
1126,1126,3160757,9.0,109.0,28.0,M,2.0,27990.49,6.0,9.0,Test,1,1,1,1,1,2
1127,1127,6147316,15.0,181.0,56.0,M,2.0,314794.07,3.0,7.0,Control,1,1,1,1,1,3
1128,1128,4998418,15.0,189.0,55.0,F,2.0,149404.69,0.0,3.0,Control,0,3,1,1,0,6
1129,1129,1387501,7.0,88.0,48.0,U,2.0,47609.54,5.0,8.0,Control,1,1,2,2,2,5
1130,1130,2106310,5.0,71.0,49.0,U,2.0,46723.89,2.0,5.0,Test,1,3,2,1,1,5
1131,1131,1547183,4.0,59.0,22.0,U,3.0,119714.16,4.0,8.0,Test,1,4,2,1,1,3
1132,1132,4639557,6.0,73.0,58.0,U,2.0,62112.46,2.0,5.0,Test,1,5,6,4,2,4
1133,1133,3862223,8.0,99.0,27.0,M,2.0,79305.45,6.0,9.0,Test,0,1,1,0,0,0
1136,1136,2760021,24.0,298.0,52.0,F,2.0,26882.91,4.0,7.0,Control,1,2,1,1,1,3
1137,1137,3634758,24.0,293.0,53.0,M,4.0,469366.35,6.0,9.0,Control,0,6,0,0,0,7
1138,1138,1330615,23.0,285.0,18.0,M,2.0,35553.33,3.0,6.0,Test,1,2,2,1,1,2
1139,1139,8004609,21.0,260.0,40.0,F,2.0,38574.85,3.0,6.0,Test,1,3,1,1,1,1
1140,1140,2323407,21.0,254.0,72.0,M,2.0,46977.35,0.0,3.0,Test,0,1,1,1,1,4
1141,1141,627525,20.0,243.0,51.0,F,2.0,335694.77,1.0,4.0,Control,0,2,1,1,0,1
1142,1142,2339348,18.0,222.0,85.0,F,2.0,101211.05,2.0,5.0,Test,0,2,2,0,0,2
1143,1143,1982897,18.0,216.0,40.0,M,2.0,88933.29,6.0,9.0,Test,1,1,1,1,1,2
1144,1144,3058053,17.0,206.0,64.0,F,2.0,862784.95,1.0,4.0,Test,1,0,0,0,1,2
1146,1146,9609929,5.0,70.0,40.0,U,2.0,31968.26,1.0,4.0,Control,1,1,1,1,1,2
1147,1147,3836344,6.0,80.0,34.0,U,2.0,31832.87,6.0,9.0,Control,1,1,1,1,1,3
1148,1148,3708082,15.0,189.0,39.0,M,2.0,236323.11,6.0,9.0,Test,1,1,1,1,1,2
1149,1149,7821417,8.0,96.0,40.0,U,2.0,39387.3,1.0,4.0,Test,1,1,1,1,1,2
1150,1150,4659938,8.0,103.0,42.0,U,3.0,251195.51,6.0,9.0,Test,1,1,1,1,1,3
1152,1152,5937217,29.0,350.0,60.0,F,2.0,34035.22,0.0,3.0,Control,1,1,1,1,1,6
1153,1153,6247455,14.0,178.0,63.0,M,2.0,29867.55,1.0,4.0,Test,0,2,2,0,0,3
1154,1154,460269,15.0,181.0,35.0,M,2.0,28123.83,1.0,4.0,Test,1,1,1,1,1,7
1155,1155,1493662,6.0,79.0,28.0,U,3.0,67119.26,6.0,9.0,Control,1,1,1,1,1,7
1156,1156,9943578,6.0,83.0,45.0,U,2.0,55665.07,2.0,5.0,Test,1,1,1,1,1,2
1157,1157,415987,2.0,34.0,24.0,U,3.0,44484.44,6.0,9.0,Test,1,3,1,1,1,8
1158,1158,7230520,10.0,123.0,36.0,M,2.0,44046.79,2.0,5.0,Test,1,2,3,1,1,2
1159,1159,6247193,10.0,127.0,28.0,M,2.0,26513.85,1.0,4.0,Test,1,2,1,1,1,6
1160,1160,2380192,28.0,340.0,52.0,M,3.0,828492.81,1.0,4.0,Control,1,3,4,1,1,13
1161,1161,5681335,16.0,195.0,18.0,F,2.0,26318.12,1.0,4.0,Control,1,1,1,1,1,2
1162,1162,1257351,5.0,70.0,32.0,U,2.0,98648.18,6.0,9.0,Control,1,1,1,1,1,8
1163,1163,8196637,15.0,190.0,30.0,M,2.0,36576.01,1.0,4.0,Test,1,2,2,1,1,11
1164,1164,8900388,7.0,86.0,26.0,U,2.0,62780.79,0.0,3.0,Test,1,1,1,1,1,2
1165,1165,8212764,9.0,110.0,69.0,F,2.0,67931.72,6.0,9.0,Control,1,3,1,1,1,1
1166,1166,7812434,15.0,180.0,50.0,M,2.0,40220.11,1.0,4.0,Control,1,1,1,1,1,6
1170,1170,8720975,13.0,158.0,64.0,M,2.0,849957.89,6.0,9.0,Control,4,1,2,3,2,29
1171,1171,44995,11.0,139.0,75.0,M,2.0,30987.82,1.0,4.0,Test,0,1,1,0,0,0
1172,1172,5756352,8.0,107.0,24.0,F,2.0,41860.04,0.0,3.0,Test,1,2,2,1,1,5
1173,1173,7788831,5.0,65.0,22.0,U,2.0,48806.16,3.0,6.0,Control,1,1,1,1,1,3
1174,1174,9885283,8.0,106.0,56.0,M,3.0,407192.35,4.0,7.0,Test,1,1,1,1,1,2
1175,1175,2628355,5.0,61.0,21.0,U,2.0,31100.2,1.0,4.0,Control,1,3,1,1,1,3
1176,1176,5512095,7.0,88.0,30.0,U,2.0,30870.68,4.0,7.0,Control,1,1,1,1,1,5
1177,1177,4414915,3.0,36.0,52.0,U,2.0,35106.58,3.0,6.0,Test,0,1,1,1,1,2
1178,1178,1432192,5.0,65.0,42.0,U,2.0,31621.52,5.0,8.0,Control,1,2,1,1,1,6
1179,1179,6815832,11.0,142.0,68.0,M,2.0,60514.56,2.0,5.0,Control,1,1,1,2,2,7
1180,1180,3057486,9.0,115.0,32.0,F,2.0,37768.61,0.0,3.0,Test,0,1,1,1,0,0
1181,1181,2969219,13.0,156.0,36.0,M,2.0,79003.42,3.0,6.0,Test,0,1,1,2,2,5
1183,1183,9194619,15.0,189.0,40.0,M,2.0,24801.6,1.0,4.0,Test,1,1,1,1,1,3
1184,1184,9605067,16.0,199.0,70.0,F,2.0,35260.3,1.0,4.0,Test,0,2,3,3,3,1
1185,1185,9157635,27.0,324.0,60.0,F,3.0,115610.72,5.0,8.0,Control,0,1,1,0,0,0
1186,1186,1109597,11.0,141.0,70.0,M,2.0,98492.59,2.0,5.0,Control,1,1,1,1,1,10
1187,1187,511906,6.0,79.0,24.0,M,2.0,74598.78,5.0,8.0,Test,1,1,1,1,1,15
1189,1189,7608061,15.0,184.0,24.0,M,2.0,28609.78,0.0,3.0,Test,1,1,2,1,1,3
1190,1190,5584449,24.0,299.0,48.0,M,3.0,139730.94,0.0,3.0,Test,0,2,1,1,0,2
1191,1191,8413740,23.0,279.0,67.0,F,2.0,27378.06,5.0,8.0,Control,0,1,1,1,1,3
1192,1192,9639863,23.0,276.0,72.0,M,2.0,341986.13,0.0,3.0,Test,1,1,1,1,1,14
1193,1193,535999,22.0,273.0,56.0,F,2.0,127493.82,1.0,4.0,Control,1,2,2,1,1,1
1194,1194,4286237,21.0,257.0,18.0,F,2.0,32577.78,5.0,8.0,Test,2,4,3,2,1,0
1195,1195,169620,21.0,256.0,50.0,M,4.0,71357.02,4.0,7.0,Test,1,2,1,1,1,9
1196,1196,6930466,19.0,230.0,60.0,F,3.0,45693.21,6.0,9.0,Control,1,18,17,9,1,2
1197,1197,8420369,17.0,209.0,54.0,M,2.0,160804.86,1.0,4.0,Test,1,1,1,1,1,3
1198,1198,8667436,17.0,208.0,70.0,M,2.0,162365.03,3.0,6.0,Test,1,1,2,3,2,4
1199,1199,4245543,9.0,108.0,64.0,F,2.0,52818.09,6.0,9.0,Control,1,2,2,1,1,9
1200,1200,4719350,16.0,193.0,54.0,M,3.0,104434.68,5.0,8.0,Control,1,1,1,1,1,3
1201,1201,3827180,26.0,323.0,56.0,M,3.0,2631231.57,4.0,7.0,Control,1,3,2,1,1,1
1202,1202,965832,12.0,147.0,27.0,F,2.0,44131.88,6.0,9.0,Test,0,2,2,1,0,4
1203,1203,2763758,11.0,142.0,60.0,F,2.0,29182.97,0.0,3.0,Control,1,1,1,1,1,6
1204,1204,9677140,7.0,95.0,33.0,U,2.0,82583.99,6.0,9.0,Control,0,1,1,1,1,4
1205,1205,6032992,16.0,203.0,68.0,F,2.0,54914.5,3.0,6.0,Test,1,1,1,1,1,17
1206,1206,1983405,9.0,119.0,60.0,F,2.0,62774.51,1.0,4.0,Control,1,1,1,1,1,5
1207,1207,8968789,15.0,180.0,46.0,U,2.0,151035.38,1.0,4.0,Control,1,1,1,1,1,11
1208,1208,6934164,13.0,164.0,30.0,F,2.0,71725.22,2.0,5.0,Control,0,1,1,1,0,1
1209,1209,3710401,29.0,354.0,52.0,M,3.0,845281.67,4.0,7.0,Test,5,1,1,1,1,23
1210,1210,7670792,4.0,55.0,28.0,U,3.0,50061.7,3.0,6.0,Control,1,1,1,1,1,2
1211,1211,1236099,7.0,94.0,42.0,U,2.0,65227.04,0.0,3.0,Control,1,1,1,2,2,3
1212,1212,2846274,10.0,121.0,28.0,F,2.0,68943.85,4.0,7.0,Control,1,2,1,1,1,16
1213,1213,3875884,7.0,94.0,40.0,U,2.0,48809.88,6.0,9.0,Test,1,3,2,1,1,0
1214,1214,8496594,12.0,145.0,70.0,M,2.0,367516.61,1.0,4.0,Control,1,2,1,1,1,12
1216,1216,4371396,8.0,101.0,34.0,F,3.0,80321.47,5.0,8.0,Test,1,4,2,1,1,5
1217,1217,7313502,18.0,218.0,64.0,M,3.0,126297.02,6.0,9.0,Test,1,1,1,1,1,3
1219,1219,8051726,7.0,93.0,55.0,U,2.0,202919.62,0.0,3.0,Test,0,4,3,2,2,14
1220,1220,59860,8.0,106.0,52.0,F,2.0,99777.08,3.0,6.0,Control,1,4,4,1,1,8
1221,1221,1304236,11.0,142.0,52.0,F,2.0,51384.65,2.0,5.0,Test,1,2,2,1,1,9
1222,1222,600711,13.0,157.0,61.0,F,2.0,115979.91,4.0,7.0,Control,1,1,1,1,1,3
1223,1223,9983426,14.0,178.0,44.0,M,2.0,147826.76,6.0,9.0,Test,1,1,1,1,1,4
1224,1224,8757410,6.0,82.0,40.0,U,3.0,49148.38,4.0,7.0,Test,1,1,1,1,1,3
1225,1225,6702347,5.0,66.0,66.0,U,2.0,319497.5,6.0,9.0,Test,1,1,1,1,1,2
1226,1226,3688039,14.0,170.0,62.0,F,2.0,28236.92,2.0,5.0,Test,1,1,1,1,1,2
1227,1227,672908,5.0,71.0,26.0,U,2.0,49400.94,1.0,4.0,Control,1,1,1,1,1,1
1228,1228,3777319,6.0,82.0,41.0,U,2.0,56690.37,1.0,4.0,Test,1,1,1,1,1,1
1229,1229,1990675,9.0,110.0,58.0,F,2.0,30763.12,0.0,3.0,Control,1,25,3,4,4,14
1230,1230,8908476,5.0,61.0,32.0,M,2.0,24891.38,2.0,5.0,Control,1,1,1,1,1,2
1231,1231,9777569,5.0,67.0,52.0,U,3.0,139142.39,6.0,9.0,Test,1,1,1,1,1,4
1232,1232,4609176,12.0,155.0,45.0,F,3.0,181794.67,6.0,9.0,Test,0,2,1,1,1,1
1233,1233,4264468,5.0,67.0,38.0,M,2.0,55374.32,6.0,9.0,Test,1,1,1,1,1,8
1234,1234,7013272,12.0,155.0,30.0,F,3.0,132927.4,1.0,4.0,Test,1,3,2,1,1,15
1235,1235,3688173,6.0,80.0,62.0,U,2.0,35965.17,1.0,4.0,Test,1,4,2,2,2,20
1236,1236,1051166,7.0,85.0,36.0,U,2.0,35799.32,1.0,4.0,Control,1,1,1,1,1,4
1237,1237,929741,21.0,262.0,50.0,M,3.0,210612.14,6.0,9.0,Test,1,4,1,1,1,26
1238,1238,4216889,21.0,252.0,74.0,F,2.0,102647.6,1.0,4.0,Test,0,2,1,0,0,7
1239,1239,293082,19.0,239.0,63.0,M,3.0,168636.91,0.0,3.0,Test,0,3,0,0,0,26
1241,1241,4966474,19.0,229.0,85.0,M,4.0,515053.79,6.0,9.0,Control,1,3,2,2,2,1
1242,1242,7021345,18.0,226.0,57.0,F,2.0,65245.97,0.0,3.0,Control,0,2,0,0,0,0
1243,1243,4717410,17.0,210.0,68.0,M,2.0,91475.84,6.0,9.0,Control,0,4,0,0,0,1
1244,1244,347328,16.0,201.0,50.0,U,2.0,34682.89,1.0,4.0,Control,1,1,1,1,1,2
1245,1245,779244,26.0,318.0,37.0,F,2.0,104185.49,0.0,3.0,Test,0,1,1,0,0,0
